"filename", "language", "TypeScript", "Markdown", "JSON with Comments", "Shell Script", "JSON", "XML", "SQLite", "JavaScript", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/home/allopze/dev/chome/bodega/app/(app)/bodega/actions.ts", "TypeScript", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 152
"/home/allopze/dev/chome/bodega/app/(app)/bodega/dispatch-panel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 227, 0, 2, 25, 254
"/home/allopze/dev/chome/bodega/app/(app)/bodega/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/allopze/dev/chome/bodega/app/(app)/bodega/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 313, 0, 7, 18, 338
"/home/allopze/dev/chome/bodega/app/(app)/compras/[id]/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 21
"/home/allopze/dev/chome/bodega/app/(app)/compras/[id]/oc-actions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 7, 81
"/home/allopze/dev/chome/bodega/app/(app)/compras/[id]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 6, 20, 268
"/home/allopze/dev/chome/bodega/app/(app)/compras/actions.ts", "TypeScript", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33, 249
"/home/allopze/dev/chome/bodega/app/(app)/compras/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"/home/allopze/dev/chome/bodega/app/(app)/compras/nueva/loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 21
"/home/allopze/dev/chome/bodega/app/(app)/compras/nueva/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 3, 17, 156
"/home/allopze/dev/chome/bodega/app/(app)/compras/oc-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 377, 0, 13, 43, 433
"/home/allopze/dev/chome/bodega/app/(app)/compras/oc-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 7, 14, 210
